SRC	TRG	PINYIN_STR	PINYIN_CHAR
macclay	麦克莱	mai ke lai	m a i k e l a i
kelk	凯尔克	kai er ke	k a i e r k e
tustin	塔斯廷	ta si ting	t a s i t i n g
kintosh	金托什	jin tuo shi	j i n t u o s h i
chase	蔡斯	cai si	c a i s i
longcroft	朗克罗夫特	lang ke luo fu te	l a n g k e l u o f u t e
galvin	高尔文	gao er wen	g a o e r w e n
bentele	本特尔	ben te er	b e n t e e r
maney	梅尼	mei ni	m e i n i
faggin	法金	fa jin	f a j i n
bryden	布赖登	bu lai deng	b u l a i d e n g
colvins	科尔文斯	ke er wen si	k e e r w e n s i
margan	马根	ma gen	m a g e n
havery	哈弗里	ha fu li	h a f u l i
fronk	弗龙克	fu long ke	f u l o n g k e
rivkind	里夫金德	li fu jin de	l i f u j i n d e
maudeleyn	莫德琳	mo de lin	m o d e l i n
kun	库恩	ku en	k u e n
lagasse	拉加斯	la jia si	l a j i a s i
bibby	毕比	bi bi	b i b i
teepen	蒂彭	di peng	d i p e n g
arbella	阿贝拉	a bei la	a b e i l a
jepsen	杰普森	jie pu sen	j i e p u s e n
odger	奥杰	ao jie	a o j i e
sarpa	萨帕	sa pa	s a p a
farrington	法林顿	fa lin dun	f a l i n d u n
normanby	诺曼比	nuo man bi	n u o m a n b i
braniff	布兰尼夫	bu lan ni fu	b u l a n n i f u
bonham	博纳姆	bo na mu	b o n a m u
scantlebury	斯坎特伯里	si kan te bo li	s i k a n t e b o l i
wirszup	沃瑟普	wo se pu	w o s e p u
lewelly	卢埃利	lu ai li	l u a i l i
corish	科里什	ke li shi	k e l i s h i
winfrey	温弗里	wen fu li	w e n f u l i
bucy	布西	bu xi	b u x i
ower	奥厄	ao e	a o e
okane	奥凯恩	ao kai en	a o k a i e n
fenoughty	费诺蒂	fei nuo di	f e i n u o d i
vibert	维贝尔	wei bei er	w e i b e i e r
giarrusso	贾鲁索	jia lu suo	j i a l u s u o
hoinkes	霍因克斯	huo yin ke si	h u o y i n k e s i
hondeghem	杭德格姆	hang de ge mu	h a n g d e g e m u
edisbury	埃迪斯伯里	ai di si bo li	a i d i s i b o l i
zurhellen	泽赫伦	ze he lun	z e h e l u n
garnock	加诺克	jia nuo ke	j i a n u o k e
spivey	斯皮维	si pi wei	s i p i w e i
familey	法米利	fa mi li	f a m i l i
theo	西奥	xi ao	x i a o
newington	纽因顿	niu yin dun	n i u y i n d u n
crepault	克雷波尔特	ke lei bo er te	k e l e i b o e r t e
armanazi	阿马纳齐	a ma na qi	a m a n a q i
meiklejohn	米克尔约翰	mi ke er yue han	m i k e e r y u e h a n
dea	迪娅	di ya	d i y a
broas	布罗斯	bu luo si	b u l u o s i
muggleton	马格尔顿	ma ge er dun	m a g e e r d u n
schouler	斯库勒	si ku le	s i k u l e
bellonby	贝隆比	bei long bi	b e i l o n g b i
elyse	埃莉丝	ai li si	a i l i s i
brangwyn	布朗温	bu lang wen	b u l a n g w e n
galer	盖勒	gai le	g a i l e
russoniello	鲁索涅洛	lu suo nie luo	l u s u o n i e l u o
gingrich	金里奇	jin li qi	j i n l i q i
parton	帕顿	pa dun	p a d u n
vince	文斯	wen si	w e n s i
podol	波多尔	bo duo er	b o d u o e r
menuhin	梅纽因	mei niu yin	m e i n i u y i n
azariah	阿扎赖亚	a zha lai ya	a z h a l a i y a
guillemard	吉尔马	ji er ma	j i e r m a
rudyard	拉迪亚德	la di ya de	l a d i y a d e
droullard	德劳拉德	de lao la de	d e l a o l a d e
gwendolyn	格温德琳	ge wen de lin	g e w e n d e l i n
feiman	费曼	fei man	f e i m a n
mulgrave	马尔格雷夫	ma er ge lei fu	m a e r g e l e i f u
cassileth	卡西莱思	ka xi lai si	k a x i l a i s i
minnie	明妮	ming ni	m i n g n i
chariton	查里顿	cha li dun	c h a l i d u n
rieser	里泽	li ze	l i z e
knappen	纳彭	na peng	n a p e n g
battes	巴蒂斯	ba di si	b a d i s i
plastow	普拉斯托	pu la si tuo	p u l a s i t u o
duder	杜德尔	du de er	d u d e e r
vient	维恩特	wei en te	w e i e n t e
jobin	乔宾	qiao bin	q i a o b i n
bishopp	毕晓普	bi xiao pu	b i x i a o p u
nadia	纳迪娅	na di ya	n a d i y a
mapplethorpe	马普尔索普	ma pu er suo pu	m a p u e r s u o p u
fenker	芬克	fen ke	f e n k e
boehme	贝姆	bei mu	b e i m u
stettinius	斯特蒂纽斯	si te di niu si	s i t e d i n i u s i
shreve	施里夫	shi li fu	s h i l i f u
schlank	施兰克	shi lan ke	s h i l a n k e
lazar	拉扎尔	la zha er	l a z h a e r
dopping	多平	duo ping	d u o p i n g
kinealy	基尼利	ji ni li	j i n i l i
shalton	沙尔顿	sha er dun	s h a e r d u n
bodin	博丁	bo ding	b o d i n g
clontz	克伦茨	ke lun ci	k e l u n c i
soubry	苏布赖	su bu lai	s u b u l a i
beckhart	贝克哈特	bei ke ha te	b e i k e h a t e
mirro	米罗	mi luo	m i l u o
jochum	约胡姆	yue hu mu	y u e h u m u
muschamp	马斯卡姆	ma si ka mu	m a s i k a m u
tourle	特尔	te er	t e e r
studd	斯塔德	si ta de	s i t a d e
dallis	达利斯	da li si	d a l i s i
lorente	洛伦特	luo lun te	l u o l u n t e
fulweiler	富尔韦勒	fu er wei le	f u e r w e i l e
averbach	埃弗巴克	ai fu ba ke	a i f u b a k e
doyne	多因	duo yin	d u o y i n
casasent	卡萨森特	ka sa sen te	k a s a s e n t e
flecknoe	弗莱克诺	fu lai ke nuo	f u l a i k e n u o
lanfranc	兰弗朗克	lan fu lang ke	l a n f u l a n g k e
barreda	巴雷达	ba lei da	b a l e i d a
dunstan	邓斯坦	deng si tan	d e n g s i t a n
thesiger	塞西杰	sai xi jie	s a i x i j i e
oganovic	奥加诺维奇	ao jia nuo wei qi	a o j i a n u o w e i q i
growe	格罗	ge luo	g e l u o
blauner	布劳纳	bu lao na	b u l a o n a
fragg	弗拉格	fu la ge	f u l a g e
dupcak	杜普恰克	du pu qia ke	d u p u q i a k e
linebaugh	莱恩博	lai en bo	l a i e n b o
newburg	纽伯格	niu bo ge	n i u b o g e
robertsprater	罗伯茨普拉特	luo bo ci pu la te	l u o b o c i p u l a t e
ostensen	奥斯滕森	ao si teng sen	a o s i t e n g s e n
deondre	德翁德尔	de weng de er	d e w e n g d e e r
kerby	克尔比	ke er bi	k e e r b i
negola	内戈拉	nei ge la	n e i g e l a
daniloff	丹尼洛夫	dan ni luo fu	d a n n i l u o f u
mays	梅斯	mei si	m e i s i
poyser	波伊泽	bo yi ze	b o y i z e
galazka	加拉兹卡	jia la zi ka	j i a l a z i k a
machlin	马克林	ma ke lin	m a k e l i n
cator	凯特	kai te	k a i t e
dennell	登内尔	deng nei er	d e n g n e i e r
folsom	福尔瑟姆	fu er se mu	f u e r s e m u
goeb	戈布	ge bu	g e b u
beighton	贝顿	bei dun	b e i d u n
peebles	皮布尔斯	pi bu er si	p i b u e r s i
westerdale	韦斯特代尔	wei si te dai er	w e i s i t e d a i e r
stent	斯滕特	si teng te	s i t e n g t e
tschirgi	奇尔吉	qi er ji	q i e r j i
goizueta	戈伊苏埃塔	ge yi su ai ta	g e y i s u a i t a
bomberg	邦伯格	bang bo ge	b a n g b o g e
verdier	维迪尔	wei di er	w e i d i e r
eveling	伊夫林	yi fu lin	y i f u l i n
neufeld	诺伊费尔德	nuo yi fei er de	n u o y i f e i e r d e
berggren	伯格伦	bo ge lun	b o g e l u n
heagy	希吉	xi ji	x i j i
glock	格洛克	ge luo ke	g e l u o k e
minnewit	米纽伊特	mi niu yi te	m i n i u y i t e
bruess	布吕斯	bu lv si	b u l v s i
gabbard	加伯德	jia bo de	j i a b o d e
berrington	伯林顿	bo lin dun	b o l i n d u n
bensman	本斯曼	ben si man	b e n s i m a n
donavan	多纳文	duo na wen	d u o n a w e n
ivancie	伊万西	yi wan xi	y i w a n x i
bradish	布雷迪什	bu lei di shi	b u l e i d i s h i
dunseath	邓西思	deng xi si	d e n g x i s i
burrud	伯鲁德	bo lu de	b o l u d e
scheuerman	肖伊尔曼	xiao yi er man	x i a o y i e r m a n
findlen	芬德伦	fen de lun	f e n d e l u n
peronnet	佩龙内特	pei long nei te	p e i l o n g n e i t e
lux	勒克斯	le ke si	l e k e s i
stribling	斯特里布林	si te li bu lin	s i t e l i b u l i n
crites	克赖茨	ke lai ci	k e l a i c i
speaight	斯佩特	si pei te	s i p e i t e
dingman	丁曼	ding man	d i n g m a n
hoffa	霍法	huo fa	h u o f a
ernster	厄恩斯特	e en si te	e e n s i t e
elbourn	埃尔伯恩	ai er bo en	a i e r b o e n
toolen	图伦	tu lun	t u l u n
rayfield	雷菲尔德	lei fei er de	l e i f e i e r d e
thames	泰晤士	tai wu shi	t a i w u s h i
gutsch	古奇	gu qi	g u q i
mottola	莫托拉	mo tuo la	m o t u o l a
machiz	马基兹	ma ji zi	m a j i z i
terri	特里	te li	t e l i
milas	米拉斯	mi la si	m i l a s i
delza	德尔扎	de er zha	d e e r z h a
backhouse	巴克豪斯	ba ke hao si	b a k e h a o s i
beddoes	贝多斯	bei duo si	b e i d u o s i
veech	维奇	wei qi	w e i q i
greess	格里斯	ge li si	g e l i s i
cusano	库萨诺	ku sa nuo	k u s a n u o
hareld	哈雷尔德	ha lei er de	h a l e i e r d e
sonnemann	索恩曼	suo en man	s u o e n m a n
herincx	赫林克斯	he lin ke si	h e l i n k e s i
devens	德文斯	de wen si	d e w e n s i
heptinstall	赫普廷斯托尔	he pu ting si tuo er	h e p u t i n g s i t u o e r
poatsy	波齐	bo qi	b o q i
wimble	温布尔	wen bu er	w e n b u e r
coira	科伊拉	ke yi la	k e y i l a
staubach	斯托巴克	si tuo ba ke	s i t u o b a k e
echaveste	埃沙韦斯特	ai sha wei si te	a i s h a w e i s i t e
shellyn	谢林	xie lin	x i e l i n
styless	斯泰尔斯	si tai er si	s i t a i e r s i
moiseiwitsch	莫伊塞维奇	mo yi sai wei qi	m o y i s a i w e i q i
winch	温奇	wen qi	w e n q i
treusdale	特鲁斯代尔	te lu si dai er	t e l u s i d a i e r
fayers	费尔斯	fei er si	f e i e r s i
kaitlin	凯特琳	kai te lin	k a i t e l i n
hartmans	哈特曼斯	ha te man si	h a t e m a n s i
ancher	安克尔	an ke er	a n k e e r
sivard	西瓦德	xi wa de	x i w a d e
buel	比尔	bi er	b i e r
pettit	佩蒂特	pei di te	p e i d i t e
kerhoat	凯尔霍	kai er huo	k a i e r h u o
russum	拉萨姆	la sa mu	l a s a m u
hessel	赫塞尔	he sai er	h e s a i e r
tramontina	特拉蒙蒂纳	te la meng di na	t e l a m e n g d i n a
duroin	杜罗因	du luo yin	d u l u o y i n
ice	艾斯	ai si	a i s i
comisky	科米斯基	ke mi si ji	k e m i s i j i
goodall	古多尔	gu duo er	g u d u o e r
burse	伯斯	bo si	b o s i
belkin	贝尔金	bei er jin	b e i e r j i n
hensher	亨舍	heng she	h e n g s h e
darwen	达温	da wen	d a w e n
puthoff	帕特霍夫	pa te huo fu	p a t e h u o f u
shaunesey	肖内西	xiao nei xi	x i a o n e i x i
trivelpiece	特里韦尔皮斯	te li wei er pi si	t e l i w e i e r p i s i
ivester	艾夫斯特	ai fu si te	a i f u s i t e
koehnke	克恩克	ke en ke	k e e n k e
haris	哈里斯	ha li si	h a l i s i
graettinger	格雷廷杰	ge lei ting jie	g e l e i t i n g j i e
kopac	科帕克	ke pa ke	k e p a k e
mahuran	马胡兰	ma hu lan	m a h u l a n
fee	菲	fei	f e i
bazin	贝津	bei jin	b e i j i n
stilke	施蒂尔克	shi di er ke	s h i d i e r k e
birnbryer	伯恩布赖耶	bo en bu lai ye	b o e n b u l a i y e
brentnall	布伦特纳尔	bu lun te na er	b u l u n t e n a e r
arum	阿鲁姆	a lu mu	a l u m u
eisenshtat	艾森什塔特	ai sen shi ta te	a i s e n s h i t a t e
saram	萨拉姆	sa la mu	s a l a m u
corban	科班	ke ban	k e b a n
burchall	伯查尔	bo cha er	b o c h a e r
aylbright	艾尔布赖特	ai er bu lai te	a i e r b u l a i t e
noojin	努金	nu jin	n u j i n
boissevain	布瓦塞万	bu wa sai wan	b u w a s a i w a n
strobel	斯特罗贝尔	si te luo bei er	s i t e l u o b e i e r
kotsch	科奇	ke qi	k e q i
dillin	迪林	di lin	d i l i n
commager	康马杰	kang ma jie	k a n g m a j i e
haselhurst	哈兹尔赫斯特	ha zi er he si te	h a z i e r h e s i t e
methven	梅思文	mei si wen	m e i s i w e n
farnol	法诺尔	fa nuo er	f a n u o e r
sobczak	索布查克	suo bu cha ke	s u o b u c h a k e
sterrett	斯特雷特	si te lei te	s i t e l e i t e
heinlein	海因莱因	hai yin lai yin	h a i y i n l a i y i n
morton	莫顿	mo dun	m o d u n
stranger	斯特兰杰	si te lan jie	s i t e l a n j i e
hengren	亨格伦	heng ge lun	h e n g g e l u n
atten	阿滕	a teng	a t e n g
brycen	布里森	bu li sen	b u l i s e n
shivers	希弗斯	xi fu si	x i f u s i
vein	维因	wei yin	w e i y i n
precious	普雷舍斯	pu lei she si	p u l e i s h e s i
seyferth	赛弗思	sai fu si	s a i f u s i
berta	伯塔	bo ta	b o t a
wyngarden	温加登	wen jia deng	w e n j i a d e n g
kalischer	卡利舍	ka li she	k a l i s h e
tolkien	托尔金	tuo er jin	t u o e r j i n
shoults	肖尔茨	xiao er ci	x i a o e r c i
milner	米尔纳	mi er na	m i e r n a
mealor	米勒	mi le	m i l e
dennehy	丹尼希	dan ni xi	d a n n i x i
jailall	杰拉尔	jie la er	j i e l a e r
doheny	多希尼	duo xi ni	d u o x i n i
rodee	罗迪	luo di	l u o d i
caridakis	卡里达基斯	ka li da ji si	k a l i d a j i s i
woodfield	伍德菲尔德	wu de fei er de	w u d e f e i e r d e
janice	贾尼丝	jia ni si	j i a n i s i
diedrik	迪德里克	di de li ke	d i d e l i k e
brault	布罗	bu luo	b u l u o
westaby	韦斯特比	wei si te bi	w e i s i t e b i
flatcher	弗莱彻	fu lai che	f u l a i c h e
buerger	伯格	bo ge	b o g e
coffrin	科弗林	ke fu lin	k e f u l i n
braderman	布拉德曼	bu la de man	b u l a d e m a n
millgate	米尔盖特	mi er gai te	m i e r g a i t e
mcnaughton	麦克诺顿	mai ke nuo dun	m a i k e n u o d u n
heabet	希比特	xi bi te	x i b i t e
konopnicki	科诺普尼基	ke nuo pu ni ji	k e n u o p u n i j i
blackly	布莱克利	bu lai ke li	b u l a i k e l i
renz	伦兹	lun zi	l u n z i
renneker	伦内克	lun nei ke	l u n n e i k e
ealden	伊尔登	yi er deng	y i e r d e n g
honigman	霍尼希曼	huo ni xi man	h u o n i x i m a n
sinclair	辛克莱	xin ke lai	x i n k e l a i
margasak	马加萨克	ma jia sa ke	m a j i a s a k e
colgrass	科尔格拉斯	ke er ge la si	k e e r g e l a s i
akroyd	阿克罗伊德	a ke luo yi de	a k e l u o y i d e
gadbois	加德布瓦	jia de bu wa	j i a d e b u w a
schwarzenegger	施瓦辛格	shi wa xin ge	s h i w a x i n g e
sabnis	萨布尼斯	sa bu ni si	s a b u n i s i
malaby	马拉比	ma la bi	m a l a b i
lampson	兰普森	lan pu sen	l a n p u s e n
reichstein	赖克斯坦	lai ke si tan	l a i k e s i t a n
miyares	米亚雷斯	mi ya lei si	m i y a l e i s i
nahlen	纳伦	na lun	n a l u n
wickham	威克姆	wei ke mu	w e i k e m u
lenanton	勒南顿	le nan dun	l e n a n d u n
darley	达利	da li	d a l i
calderon	考尔德伦	kao er de lun	k a o e r d e l u n
temko	特姆科	te mu ke	t e m u k e
tatel	塔特尔	ta te er	t a t e e r
corrales	科拉莱斯	ke la lai si	k e l a l a i s i
bongiorno	邦焦尔诺	bang jiao er nuo	b a n g j i a o e r n u o
gushee	古希	gu xi	g u x i
dannenberg	丹嫩贝格	dan nen bei ge	d a n n e n b e i g e
hassler	哈斯勒	ha si le	h a s i l e
purves	珀维斯	po wei si	p o w e i s i
maldonado	马尔多纳多	ma er duo na duo	m a e r d u o n a d u o
rusbridger	拉斯布里杰	la si bu li jie	l a s i b u l i j i e
penley	彭利	peng li	p e n g l i
nulty	纳尔蒂	na er di	n a e r d i
arcand	阿坎德	a kan de	a k a n d e
martlet	马特利特	ma te li te	m a t e l i t e
beverley	贝弗利	bei fu li	b e i f u l i
molineux	莫利诺	mo li nuo	m o l i n u o
grenville	格伦维尔	ge lun wei er	g e l u n w e i e r
nabors	内伯斯	nei bo si	n e i b o s i
emett	埃梅特	ai mei te	a i m e i t e
ralphs	拉尔夫斯	la er fu si	l a e r f u s i
elks	埃尔克斯	ai er ke si	a i e r k e s i
weisiger	韦西格	wei xi ge	w e i x i g e
malory	马洛里	ma luo li	m a l u o l i
legresley	勒格雷斯利	le ge le si li	l e g e l e s i l i
attwell	阿特韦尔	a te wei er	a t e w e i e r
rau	劳	lao	l a o
din	丁	ding	d i n g
drax	德拉克斯	de la ke si	d e l a k e s i
alther	奥尔瑟	ao er se	a o e r s e
szell	塞尔	sai er	s a i e r
damien	达明	da ming	d a m i n g
kusnetz	库斯尼茨	ku si ni ci	k u s i n i c i
breuninger	布鲁宁格	bu lu ning ge	b u l u n i n g g e
atwater	阿特沃特	a te wo te	a t e w o t e
timmins	蒂明斯	di ming si	d i m i n g s i
fergenson	弗根森	fu gen sen	f u g e n s e n
shotton	肖顿	xiao dun	x i a o d u n
ramsay	拉姆齐	la mu qi	l a m u q i
dicamillo	迪卡米洛	di ka mi luo	d i k a m i l u o
andreano	安德烈亚诺	an de lie ya nuo	a n d e l i e y a n u o
burrowes	伯罗斯	bo luo si	b o l u o s i
freis	弗赖斯	fu lai si	f u l a i s i
tittcomb	蒂特科姆	di te ke mu	d i t e k e m u
goldschmidt	戈尔德施密特	ge er de shi mi te	g e e r d e s h i m i t e
petersen	彼得森	bi de sen	b i d e s e n
claribel	克拉丽贝尔	ke la li bei er	k e l a l i b e i e r
lucke	勒克	le ke	l e k e
cipriani	西普里亚尼	xi pu li ya ni	x i p u l i y a n i
bellenden	贝伦登	bei lun deng	b e i l u n d e n g
ruckner	拉克纳	la ke na	l a k e n a
shelburn	谢尔本	xie er ben	x i e e r b e n
brombert	布朗伯特	bu lang bo te	b u l a n g b o t e
meta	梅塔	mei ta	m e i t a
creaer	克里尔	ke li er	k e l i e r
ginther	金瑟	jin se	j i n s e
tague	塔格	ta ge	t a g e
zakin	扎金	zha jin	z h a j i n
blakeley	布莱克利	bu lai ke li	b u l a i k e l i
mcbeath	麦克贝思	mai ke bei si	m a i k e b e i s i
foxlee	福克斯利	fu ke si li	f u k e s i l i
wester	韦斯特	wei si te	w e i s i t e
marlo	马洛	ma luo	m a l u o
mccannon	麦坎农	mai kan nong	m a i k a n n o n g
brazzil	布拉齐尔	bu la qi er	b u l a q i e r
autumn	奥特姆	ao te mu	a o t e m u
dolson	多尔森	duo er sen	d u o e r s e n
semple	森普尔	sen pu er	s e n p u e r
recknell	雷克内尔	lei ke nei er	l e i k e n e i e r
godard	戈达德	ge da de	g e d a d e
longua	朗格瓦	lang ge wa	l a n g g e w a
abbs	阿布兹	a bu zi	a b u z i
smeterlin	斯梅特林	si mei te lin	s i m e i t e l i n
cato	凯托	kai tuo	k a i t u o
trow	特罗	te luo	t e l u o
mulberly	马尔伯利	ma er bo li	m a e r b o l i
skone	斯科恩	si ke en	s i k e e n
cruse	克鲁斯	ke lu si	k e l u s i
benoliel	贝诺利尔	bei nuo li er	b e i n u o l i e r
sabata	萨巴塔	sa ba ta	s a b a t a
blassingille	布拉辛吉尔	bu la xin ji er	b u l a x i n j i e r
davison	戴维森	dai wei sen	d a i w e i s e n
duesberg	迪斯贝格	di si bei ge	d i s i b e i g e
ehrman	埃尔曼	ai er man	a i e r m a n
horowitz	霍罗威茨	huo luo wei ci	h u o l u o w e i c i
stanwell	斯坦韦尔	si tan wei er	s i t a n w e i e r
kadoorie	卡杜里	ka du li	k a d u l i
lycan	莱肯	lai ken	l a i k e n
noemi	诺埃米	nuo ai mi	n u o a i m i
harbold	哈博尔德	ha bo er de	h a b o e r d e
tubby	塔比	ta bi	t a b i
mandelbaum	曼德尔鲍姆	man de er bao mu	m a n d e e r b a o m u
jordans	乔丹斯	qiao dan si	q i a o d a n s i
hutchinson	哈钦森	ha qin sen	h a q i n s e n
mcguirt	麦吉尔特	mai ji er te	m a i j i e r t e
nowland	诺兰	nuo lan	n u o l a n
ledespencer	勒德斯潘瑟	le de si pan se	l e d e s i p a n s e
abramovitz	阿布拉莫维茨	a bu la mo wei ci	a b u l a m o w e i c i
albares	阿尔巴雷斯	a er ba lei si	a e r b a l e i s i
altenau	阿尔特诺	a er te nuo	a e r t e n u o
rede	里德	li de	l i d e
andie	安迪	an di	a n d i
ricky	里基	li ji	l i j i
tuohy	图伊	tu yi	t u y i
moulton	莫尔顿	mo er dun	m o e r d u n
serlin	塞林	sai lin	s a i l i n
daryl	达里尔	da li er	d a l i e r
felch	费尔克	fei er ke	f e i e r k e
flinders	弗林德斯	fu lin de si	f u l i n d e s i
augus	奥格斯	ao ge si	a o g e s i
leveraley	莱弗拉利	lai fu la li	l a i f u l a l i
dimcoff	迪姆科夫	di mu ke fu	d i m u k e f u
halliburton	哈利伯顿	ha li bo dun	h a l i b o d u n
melesina	梅莱西娜	mei lai xi na	m e i l a i x i n a
macdonachie	麦克多纳基	mai ke duo na ji	m a i k e d u o n a j i
rushford	拉什福德	la shi fu de	l a s h i f u d e
zanen	扎嫩	zha nen	z h a n e n
wathon	沃森	wo sen	w o s e n
hortenstine	霍滕斯坦	huo teng si tan	h u o t e n g s i t a n
velde	维尔德	wei er de	w e i e r d e
sharman	沙曼	sha man	s h a m a n
desperques	德珀克	de po ke	d e p o k e
guiberson	吉伯森	ji bo sen	j i b o s e n
keady	基迪	ji di	j i d i
condon	康登	kang deng	k a n g d e n g
braverman	布雷弗曼	bu lei fu man	b u l e i f u m a n
fardoe	法多	fa duo	f a d u o
eugster	尤格斯特	you ge si te	y o u g e s i t e
varnum	瓦纳姆	wa na mu	w a n a m u
bonett	博内特	bo nei te	b o n e i t e
ashlee	阿什莉	a shi li	a s h i l i
armiger	阿米杰	a mi jie	a m i j i e
ringgold	林戈尔德	lin ge er de	l i n g e e r d e
ouzts	乌茨	wu ci	w u c i
bearsted	比尔斯特德	bi er si te de	b i e r s i t e d e
graser	格拉泽	ge la ze	g e l a z e
mcleish	麦克利什	mai ke li shi	m a i k e l i s h i
hohenrath	霍恩拉思	huo en la si	h u o e n l a s i
ribble	里布尔	li bu er	l i b u e r
holkar	霍尔卡	huo er ka	h u o e r k a
grouville	格鲁维尔	ge lu wei er	g e l u w e i e r
launt	朗特	lang te	l a n g t e
kennoy	肯诺伊	ken nuo yi	k e n n u o y i
spetalnick	斯佩塔尔尼克	si pei ta er ni ke	s i p e i t a e r n i k e
burchard	伯查德	bo cha de	b o c h a d e
feke	费克	fei ke	f e i k e
saari	萨里	sa li	s a l i
yonkers	扬克斯	yang ke si	y a n g k e s i
raye	雷伊	lei yi	l e i y i
balram	巴尔拉姆	ba er la mu	b a e r l a m u
despencer	德斯潘瑟	de si pan se	d e s i p a n s e
brenn	布伦	bu lun	b u l u n
westmoreland	威斯特摩兰	wei si te mo lan	w e i s i t e m o l a n
donisthorpe	多尼索普	duo ni suo pu	d u o n i s u o p u
hichings	希琴斯	xi qin si	x i q i n s i
bruel	布鲁尔	bu lu er	b u l u e r
guegan	吉根	ji gen	j i g e n
dauch	多奇	duo qi	d u o q i
moodey	穆迪	mu di	m u d i
coggins	科金斯	ke jin si	k e j i n s i
bondley	邦德利	bang de li	b a n g d e l i
daussman	道斯曼	dao si man	d a o s i m a n
halhead	哈尔黑德	ha er hei de	h a e r h e i d e
moseler	莫斯勒	mo si le	m o s i l e
cowe	考	kao	k a o
gullander	格兰德	ge lan de	g e l a n d e
kindregan	金德里根	jin de li gen	j i n d e l i g e n
cywin	赛温	sai wen	s a i w e n
holschul	霍尔休尔	huo er xiu er	h u o e r x i u e r
kinlow	金洛	jin luo	j i n l u o
mulock	马洛克	ma luo ke	m a l u o k e
donagan	多纳根	duo na gen	d u o n a g e n
hillaby	希拉比	xi la bi	x i l a b i
tobkin	托布金	tuo bu jin	t u o b u j i n
northmore	诺思莫尔	nuo si mo er	n u o s i m o e r
lowry	劳里	lao li	l a o l i
faler	费勒	fei le	f e i l e
brasted	布拉斯特德	bu la si te de	b u l a s i t e d e
brewswater	布鲁斯沃特	bu lu si wo te	b u l u s i w o t e
groseclose	格罗斯克洛斯	ge luo si ke luo si	g e l u o s i k e l u o s i
morosani	莫罗萨尼	mo luo sa ni	m o l u o s a n i
avrill	埃夫里尔	ai fu li er	a i f u l i e r
learthart	利撒特	li sa te	l i s a t e
baumgaertner	鲍姆格特纳	bao mu ge te na	b a o m u g e t e n a
packe	帕克	pa ke	p a k e
chaplin	查普林	cha pu lin	c h a p u l i n
reiff	赖夫	lai fu	l a i f u
lauriston	劳里斯顿	lao li si dun	l a o l i s i d u n
adna	阿德纳	a de na	a d e n a
bergson	伯格森	bo ge sen	b o g e s e n
greenslade	格林斯莱德	ge lin si lai de	g e l i n s i l a i d e
corken	科肯	ke ken	k e k e n
aubertin	奥伯廷	ao bo ting	a o b o t i n g
sellenger	塞伦杰	sai lun jie	s a i l u n j i e
larocca	拉罗卡	la luo ka	l a l u o k a
petes	皮特斯	pi te si	p i t e s i
pengelly	彭杰利	peng jie li	p e n g j i e l i
nottebohm	诺特博姆	nuo te bo mu	n u o t e b o m u
pare	佩尔	pei er	p e i e r
crandell	克兰德尔	ke lan de er	k e l a n d e e r
kriebel	克里布尔	ke li bu er	k e l i b u e r
mcgillewie	麦吉勒维	mai ji le wei	m a i j i l e w e i
caggiano	卡贾诺	ka jia nuo	k a j i a n u o
grawe	格劳	ge lao	g e l a o
jaylene	杰林	jie lin	j i e l i n
loutit	洛蒂特	luo di te	l u o d i t e
mindell	明德尔	ming de er	m i n g d e e r
mewhinney	梅温尼	mei wen ni	m e i w e n n i
fontanne	方坦	fang tan	f a n g t a n
blundell	布伦德尔	bu lun de er	b u l u n d e e r
engleman	恩格尔曼	en ge er man	e n g e e r m a n
northrop	诺思罗普	nuo si luo pu	n u o s i l u o p u
hermann	赫尔曼	he er man	h e e r m a n
creeley	克里利	ke li li	k e l i l i
conbeer	康比尔	kang bi er	k a n g b i e r
isherwood	伊舍伍德	yi she wu de	y i s h e w u d e
gittes	吉茨	ji ci	j i c i
gudis	古迪斯	gu di si	g u d i s i
gauthier	高蒂尔	gao di er	g a o d i e r
raynesford	雷恩斯福德	lei en si fu de	l e i e n s i f u d e
zimble	津布尔	jin bu er	j i n b u e r
bransford	布兰斯福德	bu lan si fu de	b u l a n s i f u d e
heatherill	希瑟里尔	xi se li er	x i s e l i e r
dion	戴恩	dai en	d a i e n
birnbaum	伯恩鲍姆	bo en bao mu	b o e n b a o m u
cusyn	卡辛	ka xin	k a x i n
swanner	斯旺纳	si wang na	s i w a n g n a
rony	罗尼	luo ni	l u o n i
rigdon	里格登	li ge deng	l i g e d e n g
kastner	卡斯特纳	ka si te na	k a s i t e n a
sabben	萨本	sa ben	s a b e n
mcgillivray	麦吉利夫雷	mai ji li fu lei	m a i j i l i f u l e i
linzee	林齐	lin qi	l i n q i
hannan	汉南	han nan	h a n n a n
liff	利夫	li fu	l i f u
rowdy	罗迪	luo di	l u o d i
ahrnsbrak	阿恩斯布拉克	a en si bu la ke	a e n s i b u l a k e
omullony	奥马洛尼	ao ma luo ni	a o m a l u o n i
schulke	舒尔克	shu er ke	s h u e r k e
umminger	乌明格	wu ming ge	w u m i n g g e
mcnalty	麦克纳尔蒂	mai ke na er di	m a i k e n a e r d i
stults	斯塔尔茨	si ta er ci	s i t a e r c i
